C3,C4,C5,C6,C7,C8,Pressure,C3_vap,C4_vap,C5_vap,C6_vap,C7_vap,C8_vap
0.0008,0.1404,0.1786,0.0161,0.3237,0.3404,11.0812,0.0038,0.3828,0.2890,0.0150,0.1890,0.1203
0.1263,0.2638,0.1242,0.0771,0.0077,0.4009,5.0721,0.5000,0.3905,0.0749,0.0178,0.0008,0.0161
0.0390,0.2428,0.4328,0.1624,0.1066,0.0164,8.2690,0.1498,0.4177,0.3502,0.0603,0.0204,0.0015
0.0749,0.0095,0.0795,0.4676,0.2149,0.1536,17.4510,0.2444,0.0198,0.1108,0.4276,0.1323,0.0651
0.0978,0.0025,0.1262,0.0257,0.0731,0.6747,11.4825,0.4758,0.0069,0.2062,0.0249,0.0434,0.2427
0.2067,0.0522,0.1234,0.0641,0.1223,0.4313,9.7913,0.7307,0.0847,0.0973,0.0238,0.0231,0.0404
0.2661,0.0337,0.0444,0.4773,0.0605,0.1180,15.9615,0.6988,0.0456,0.0336,0.1934,0.0134,0.0151
0.1657,0.1424,0.1118,0.2742,0.2688,0.0371,8.3220,0.5804,0.2141,0.0795,0.0836,0.0397,0.0026
0.1388,0.1132,0.1728,0.1059,0.0450,0.4243,16.4320,0.4369,0.2021,0.1820,0.0653,0.0170,0.0966
0.2258,0.0855,0.0731,0.1418,0.1542,0.3196,4.6815,0.8123,0.1079,0.0357,0.0247,0.0107,0.0087
0.0994,0.0305,0.0527,0.2314,0.3435,0.2425,16.9760,0.3435,0.0662,0.0749,0.2091,0.2080,0.0984
0.1473,0.2244,0.0799,0.0197,0.0050,0.5237,16.2731,0.4431,0.3710,0.0761,0.0106,0.0016,0.0977
0.0233,0.1112,0.4316,0.3180,0.0881,0.0278,6.1614,0.1204,0.2522,0.4496,0.1535,0.0210,0.0032
0.2893,0.0149,0.2820,0.1144,0.0528,0.2466,1.2682,0.9348,0.0106,0.0488,0.0045,0.0006,0.0006
0.1680,0.1841,0.1365,0.0389,0.4670,0.0055,8.8417,0.5603,0.2666,0.0940,0.0111,0.0676,0.0004
0.2216,0.3079,0.1353,0.0772,0.2096,0.0484,17.8393,0.4885,0.3533,0.0876,0.0253,0.0401,0.0051
0.1232,0.0308,0.4009,0.3455,0.0881,0.0115,8.2718,0.4783,0.0530,0.3216,0.1296,0.0164,0.0010
0.1975,0.3211,0.1469,0.0359,0.1056,0.1930,9.6569,0.5308,0.3640,0.0771,0.0078,0.0111,0.0092
0.3136,0.0478,0.2556,0.2784,0.0351,0.0695,14.3611,0.7254,0.0519,0.1396,0.0735,0.0048,0.0048
0.0977,0.3733,0.1166,0.2548,0.1193,0.0383,16.3848,0.2505,0.5124,0.0929,0.1087,0.0299,0.0056
0.0003,0.2794,0.4928,0.0106,0.0445,0.1724,9.2596,0.0012,0.5168,0.4458,0.0047,0.0108,0.0208
0.0828,0.0307,0.1345,0.0690,0.2710,0.4120,9.6273,0.4202,0.0828,0.2014,0.0561,0.1283,0.1112
0.2264,0.2873,0.0148,0.3401,0.0524,0.0790,14.7910,0.5388,0.3323,0.0093,0.1042,0.0085,0.0069
0.1795,0.0203,0.0152,0.2595,0.2131,0.3124,12.0559,0.6744,0.0394,0.0162,0.1468,0.0674,0.0559
0.2044,0.1335,0.0945,0.0631,0.1625,0.3420,5.9982,0.7239,0.1806,0.0532,0.0136,0.0153,0.0134
0.1215,0.0711,0.0295,0.2495,0.3634,0.1650,2.3401,0.7413,0.1409,0.0214,0.0587,0.0322,0.0055
0.0237,0.4154,0.1564,0.1796,0.1236,0.1013,1.0352,0.1613,0.7263,0.0821,0.0239,0.0052,0.0012
0.1209,0.0018,0.4377,0.1004,0.1100,0.2292,3.7938,0.6351,0.0034,0.3111,0.0273,0.0127,0.0103
0.1222,0.0928,0.1118,0.1708,0.2968,0.2056,14.5038,0.4233,0.1790,0.1266,0.1087,0.1147,0.0476
0.0010,0.1899,0.0007,0.5930,0.2016,0.0138,16.9868,0.0031,0.3749,0.0009,0.5027,0.1130,0.0053
0.0732,0.2311,0.1094,0.3943,0.0465,0.1455,2.5777,0.4089,0.4194,0.0732,0.0899,0.0039,0.0046
0.1235,0.0125,0.3301,0.0888,0.0135,0.4316,10.4585,0.5033,0.0255,0.3472,0.0493,0.0041,0.0705
0.0254,0.4659,0.4018,0.0016,0.0500,0.0553,12.2704,0.0711,0.6337,0.2799,0.0005,0.0095,0.0053
0.0911,0.0011,0.3852,0.3124,0.2085,0.0017,15.1640,0.2954,0.0020,0.4198,0.1997,0.0826,0.0004
0.0297,0.5142,0.2584,0.1317,0.0067,0.0593,5.5236,0.1089,0.7099,0.1497,0.0285,0.0006,0.0023
0.0282,0.0908,0.2348,0.1326,0.3878,0.1258,13.9433,0.1080,0.2056,0.3269,0.1098,0.2074,0.0423
0.1620,0.0805,0.2994,0.1154,0.1849,0.1578,16.4095,0.4643,0.1264,0.2682,0.0576,0.0557,0.0277
0.0511,0.3259,0.3519,0.1586,0.0311,0.0814,4.3664,0.2236,0.5159,0.2179,0.0364,0.0031,0.0031
0.0763,0.0017,0.1187,0.3894,0.3044,0.1095,4.1042,0.5335,0.0049,0.1542,0.2162,0.0780,0.0132
0.0138,0.1894,0.0283,0.4075,0.2684,0.0926,15.1088,0.0487,0.4016,0.0383,0.3368,0.1425,0.0321
0.1277,0.0112,0.1717,0.3981,0.0230,0.2683,9.7426,0.5296,0.0228,0.1810,0.2179,0.0066,0.0421
0.0857,0.1351,0.2940,0.0586,0.3739,0.0527,6.3244,0.3912,0.2608,0.2552,0.0213,0.0672,0.0043
0.0069,0.3790,0.0357,0.3961,0.0913,0.0910,4.9155,0.0348,0.7632,0.0326,0.1474,0.0152,0.0069
0.2061,0.0436,0.0921,0.1493,0.1934,0.3155,12.8397,0.6823,0.0729,0.0825,0.0689,0.0494,0.0440
0.1419,0.1527,0.0833,0.3432,0.0398,0.2391,7.2105,0.5509,0.2495,0.0627,0.1135,0.0061,0.0173
0.1660,0.2245,0.0356,0.0187,0.0830,0.4722,9.9997,0.5606,0.3481,0.0272,0.0067,0.0151,0.0423
0.3891,0.1064,0.0870,0.0743,0.2910,0.0522,6.5354,0.8726,0.0818,0.0263,0.0072,0.0114,0.0008
0.0632,0.2047,0.4200,0.0107,0.0619,0.2395,10.4190,0.2282,0.3576,0.3659,0.0046,0.0147,0.0290
0.0436,0.0203,0.1486,0.0507,0.3617,0.3751,11.6878,0.2118,0.0586,0.2639,0.0542,0.2489,0.1626
0.5047,0.1075,0.0695,0.0555,0.1390,0.1238,6.2228,0.9146,0.0623,0.0151,0.0036,0.0034,0.0010
0.1942,0.2853,0.4595,0.0329,0.0042,0.0239,2.1208,0.6451,0.2433,0.1094,0.0020,0.0001,0.0001
0.0637,0.2607,0.1273,0.0920,0.0418,0.4145,12.7054,0.2281,0.4936,0.1343,0.0527,0.0138,0.0775
0.0730,0.0665,0.4904,0.1976,0.1391,0.0334,9.5514,0.2869,0.1253,0.4568,0.0917,0.0350,0.0043
0.1243,0.2057,0.3998,0.1008,0.1133,0.0561,1.4582,0.5994,0.2524,0.1357,0.0088,0.0032,0.0004
0.6229,0.0179,0.0599,0.0936,0.1083,0.0974,11.6816,0.9586,0.0106,0.0157,0.0089,0.0045,0.0017
0.4361,0.1462,0.2738,0.0037,0.0128,0.1274,3.3652,0.8772,0.0781,0.0440,0.0001,0.0002,0.0005
0.4545,0.0605,0.0559,0.0696,0.0311,0.3284,3.3625,0.9504,0.0344,0.0100,0.0033,0.0005,0.0015
0.0528,0.0713,0.2479,0.0230,0.4694,0.1356,13.0174,0.2114,0.1632,0.3371,0.0178,0.2303,0.0402
0.1044,0.2296,0.3225,0.0464,0.2480,0.0491,4.9307,0.4250,0.3456,0.1933,0.0101,0.0241,0.0019
0.1861,0.0080,0.1776,0.2300,0.3313,0.0670,18.5645,0.5263,0.0132,0.1805,0.1379,0.1261,0.0160
0.4467,0.0454,0.0393,0.2196,0.1728,0.0762,4.7047,0.9436,0.0288,0.0089,0.0142,0.0039,0.0006
0.1831,0.0916,0.1272,0.1869,0.2236,0.1876,2.0270,0.8063,0.1131,0.0497,0.0206,0.0082,0.0022
0.0863,0.1586,0.4500,0.1560,0.0318,0.1173,7.0304,0.3434,0.2649,0.3285,0.0501,0.0049,0.0082
0.2242,0.4261,0.0688,0.1494,0.0229,0.1086,1.2555,0.6925,0.2884,0.0129,0.0057,0.0002,0.0003
0.1870,0.0867,0.3047,0.0357,0.3269,0.0590,15.6372,0.5207,0.1272,0.2465,0.0151,0.0821,0.0082
0.2580,0.0030,0.0780,0.1792,0.0912,0.3906,2.2363,0.9499,0.0031,0.0246,0.0163,0.0026,0.0035
0.1162,0.2895,0.2174,0.0522,0.2748,0.0499,7.0262,0.4067,0.4097,0.1361,0.0128,0.0322,0.0025
0.1007,0.0122,0.1239,0.0692,0.3832,0.3108,15.8816,0.3729,0.0279,0.1812,0.0630,0.2321,0.1229
0.4326,0.0569,0.0468,0.3415,0.1099,0.0123,12.6507,0.8649,0.0482,0.0191,0.0586,0.0088,0.0005
0.1781,0.0674,0.2532,0.3569,0.0778,0.0666,15.8229,0.4944,0.0997,0.2109,0.1641,0.0206,0.0103
0.0852,0.2247,0.1147,0.2289,0.2114,0.1351,11.3612,0.3032,0.3999,0.1099,0.1107,0.0565,0.0197
0.0539,0.2887,0.0102,0.4143,0.0499,0.1830,18.5590,0.1513,0.4879,0.0111,0.2774,0.0213,0.0511
0.0321,0.2442,0.0122,0.3863,0.2896,0.0356,10.0916,0.1338,0.5168,0.0143,0.2317,0.0966,0.0067
0.7263,0.0090,0.0757,0.1145,0.0165,0.0580,5.6671,0.9814,0.0035,0.0105,0.0041,0.0002,0.0002
0.2728,0.0795,0.0506,0.1991,0.0091,0.3889,8.2783,0.8129,0.0963,0.0272,0.0450,0.0009,0.0177
0.3725,0.0461,0.2221,0.1715,0.1402,0.0476,13.6133,0.8001,0.0442,0.1032,0.0355,0.0146,0.0024
0.1784,0.6489,0.0022,0.0571,0.0083,0.1051,15.8750,0.3531,0.6234,0.0012,0.0140,0.0011,0.0073
0.2141,0.0039,0.1315,0.5843,0.0350,0.0312,19.8491,0.5350,0.0057,0.1189,0.3219,0.0118,0.0068
0.1356,0.0426,0.1873,0.3467,0.0850,0.2028,19.6783,0.3786,0.0732,0.2061,0.2424,0.0387,0.0610
0.0743,0.0479,0.2589,0.3604,0.1009,0.1576,13.2646,0.2726,0.0974,0.3051,0.2453,0.0410,0.0386
0.1578,0.2146,0.0014,0.0383,0.1106,0.4773,9.7554,0.5618,0.3535,0.0011,0.0147,0.0218,0.0470
0.1772,0.2302,0.0283,0.0183,0.3283,0.2177,18.0618,0.4792,0.3474,0.0254,0.0090,0.0997,0.0392
0.1516,0.0870,0.2769,0.2524,0.2168,0.0153,9.8211,0.5202,0.1365,0.2122,0.0900,0.0398,0.0014
0.0771,0.2802,0.0608,0.3949,0.0969,0.0901,4.6532,0.3504,0.4785,0.0443,0.1108,0.0115,0.0046
0.1792,0.1810,0.1895,0.0711,0.1510,0.2282,7.1533,0.6024,0.2436,0.1104,0.0167,0.0163,0.0107
0.2503,0.3858,0.0782,0.0605,0.0607,0.1645,5.0422,0.6406,0.3237,0.0251,0.0060,0.0024,0.0023
0.3118,0.1345,0.1675,0.2466,0.1228,0.0168,15.6793,0.6813,0.1416,0.0926,0.0657,0.0175,0.0013
0.0206,0.0855,0.1203,0.1663,0.5615,0.0458,5.9965,0.1379,0.2759,0.2005,0.1320,0.2432,0.0105
0.2686,0.1190,0.0254,0.1518,0.2320,0.2032,6.6659,0.8038,0.1338,0.0120,0.0266,0.0174,0.0064
0.1640,0.2565,0.0287,0.0430,0.0017,0.5061,2.7713,0.6574,0.3165,0.0122,0.0057,0.0001,0.0081
0.0448,0.0266,0.3994,0.4030,0.0952,0.0310,17.7587,0.1312,0.0483,0.4629,0.3006,0.0469,0.0101
0.3021,0.0426,0.0711,0.2980,0.2770,0.0092,14.8462,0.7586,0.0522,0.0465,0.0946,0.0473,0.0008
0.0939,0.0513,0.1349,0.3763,0.0254,0.3182,19.6194,0.2766,0.0972,0.1704,0.3170,0.0144,0.1244
0.2608,0.0868,0.2335,0.2935,0.0475,0.0779,19.0829,0.5928,0.1067,0.1644,0.1148,0.0109,0.0104
0.0884,0.5666,0.1004,0.0545,0.0277,0.1624,2.8443,0.3253,0.6260,0.0393,0.0061,0.0011,0.0022
0.1169,0.2310,0.1336,0.1485,0.0557,0.3143,11.5383,0.3915,0.3788,0.1144,0.0638,0.0129,0.0386
0.4181,0.3987,0.0379,0.0402,0.0341,0.0710,18.9475,0.6608,0.3076,0.0162,0.0079,0.0037,0.0039
0.5656,0.0023,0.1592,0.0306,0.1335,0.1088,14.0727,0.9319,0.0016,0.0512,0.0040,0.0083,0.0030
0.1204,0.2156,0.1895,0.1706,0.1782,0.1257,3.3746,0.5334,0.3171,0.1028,0.0308,0.0126,0.0033
0.0961,0.0182,0.2767,0.4632,0.1248,0.0210,15.6989,0.3037,0.0331,0.3034,0.3040,0.0504,0.0053
0.3765,0.0121,0.0736,0.4889,0.0340,0.0149,19.4769,0.7739,0.0130,0.0449,0.1605,0.0062,0.0016
0.0433,0.1406,0.0452,0.1987,0.1585,0.4137,11.7459,0.1931,0.3536,0.0674,0.1714,0.0829,0.1315
0.1093,0.0893,0.1596,0.0206,0.2363,0.3849,2.1737,0.6770,0.1774,0.1096,0.0046,0.0200,0.0114
0.0814,0.1096,0.1827,0.0287,0.3115,0.2861,11.8818,0.3300,0.2390,0.2240,0.0191,0.1232,0.0647
0.1556,0.4898,0.2058,0.0758,0.0063,0.0667,8.0444,0.4012,0.4926,0.0910,0.0126,0.0005,0.0021
0.1026,0.5479,0.0017,0.1842,0.1213,0.0423,15.7121,0.2436,0.6639,0.0012,0.0632,0.0236,0.0046
0.1127,0.1809,0.1904,0.4351,0.0443,0.0366,12.0997,0.3570,0.2831,0.1588,0.1863,0.0102,0.0046
0.5089,0.0953,0.0543,0.0912,0.1377,0.1126,3.7696,0.9374,0.0477,0.0089,0.0037,0.0018,0.0004
0.1157,0.0296,0.4272,0.1934,0.2002,0.0339,13.5669,0.3784,0.0512,0.4045,0.0995,0.0606,0.0058
0.1964,0.2325,0.0079,0.0668,0.2305,0.2659,18.7571,0.5100,0.3371,0.0068,0.0321,0.0676,0.0464
0.0513,0.7030,0.1421,0.0039,0.0030,0.0967,19.3141,0.1041,0.7862,0.0954,0.0014,0.0007,0.0123
0.3645,0.1727,0.0111,0.0573,0.1765,0.2179,9.7705,0.8143,0.1537,0.0044,0.0088,0.0123,0.0065
0.1548,0.0353,0.1385,0.1417,0.1548,0.3749,15.1556,0.5312,0.0681,0.1569,0.0927,0.0615,0.0896
0.2305,0.2388,0.0733,0.1186,0.2753,0.0635,11.7727,0.6034,0.2821,0.0433,0.0306,0.0365,0.0041
0.1054,0.0026,0.1483,0.0122,0.3235,0.4080,17.6559,0.3660,0.0058,0.2193,0.0117,0.2145,0.1827
0.0776,0.1591,0.1660,0.3239,0.1149,0.1585,18.8173,0.2199,0.2749,0.1833,0.2237,0.0516,0.0466
0.0471,0.1075,0.2700,0.4362,0.0306,0.1086,4.7835,0.2673,0.2489,0.2741,0.1935,0.0061,0.0101
0.1567,0.0912,0.1293,0.0662,0.1549,0.4017,13.1292,0.5484,0.1673,0.1305,0.0358,0.0481,0.0699
0.1339,0.0586,0.1158,0.0031,0.3333,0.3553,6.9781,0.6404,0.1252,0.1172,0.0014,0.0765,0.0393
0.4085,0.1643,0.1918,0.0973,0.0117,0.1264,13.3538,0.7715,0.1335,0.0736,0.0159,0.0009,0.0046
0.1072,0.3348,0.1683,0.0219,0.2360,0.1318,19.7507,0.2638,0.4773,0.1469,0.0109,0.0754,0.0257
0.0430,0.0815,0.1099,0.2380,0.4852,0.0424,5.8434,0.2699,0.2364,0.1590,0.1585,0.1687,0.0075
0.0344,0.1099,0.2269,0.0951,0.3452,0.1885,18.2185,0.1081,0.2219,0.3041,0.0825,0.2070,0.0764
0.2670,0.3755,0.0969,0.0358,0.0081,0.2167,9.0642,0.6111,0.3380,0.0387,0.0054,0.0006,0.0063
0.2872,0.0109,0.2575,0.0298,0.1466,0.2680,16.4643,0.7332,0.0143,0.1807,0.0109,0.0306,0.0303
0.0236,0.0203,0.0176,0.3829,0.4342,0.1214,12.5505,0.1059,0.0561,0.0315,0.4278,0.3191,0.0594
0.0545,0.1785,0.1427,0.2249,0.2043,0.1951,12.5017,0.2054,0.3636,0.1663,0.1442,0.0773,0.0432
0.4237,0.1296,0.0341,0.0460,0.2384,0.1282,19.6901,0.8011,0.1240,0.0181,0.0119,0.0348,0.0101
0.0531,0.3143,0.0431,0.3121,0.0983,0.1791,10.7549,0.1927,0.5631,0.0415,0.1513,0.0257,0.0256
0.0303,0.0322,0.0185,0.1959,0.5560,0.1671,10.8236,0.1567,0.0989,0.0355,0.2231,0.4078,0.0782
0.0711,0.1716,0.1891,0.3355,0.1869,0.0458,1.9160,0.4543,0.3340,0.1262,0.0702,0.0140,0.0012
0.0867,0.0010,0.0783,0.5972,0.0895,0.1473,11.2679,0.3678,0.0023,0.1036,0.4495,0.0385,0.0383
0.2217,0.0001,0.2224,0.0609,0.2568,0.2381,8.7708,0.7705,0.0002,0.1549,0.0187,0.0389,0.0169
0.0538,0.1579,0.5274,0.1962,0.0296,0.0351,4.0762,0.2733,0.2939,0.3736,0.0541,0.0035,0.0017
0.3740,0.0395,0.1234,0.3500,0.0272,0.0859,18.0820,0.7746,0.0411,0.0701,0.1024,0.0043,0.0075
0.2460,0.0277,0.3866,0.1458,0.1446,0.0493,6.1661,0.7644,0.0314,0.1691,0.0237,0.0101,0.0014
0.4167,0.1451,0.1091,0.0444,0.1147,0.1700,2.9147,0.8961,0.0812,0.0187,0.0019,0.0015,0.0006
0.1341,0.1090,0.0100,0.0719,0.4381,0.2369,17.1100,0.4413,0.2141,0.0123,0.0527,0.2082,0.0715
0.0204,0.0203,0.1336,0.6168,0.1420,0.0669,14.0562,0.0768,0.0465,0.1956,0.5707,0.0841,0.0264
0.2542,0.0989,0.1628,0.2406,0.1399,0.1036,5.7633,0.7744,0.1072,0.0699,0.0371,0.0088,0.0026
0.0565,0.0553,0.1447,0.0281,0.1850,0.5304,15.7864,0.2177,0.1358,0.2327,0.0294,0.1316,0.2528
0.0774,0.0447,0.1226,0.0022,0.2582,0.4949,8.0690,0.4392,0.1296,0.1894,0.0018,0.1172,0.1228
0.1612,0.3281,0.0096,0.1078,0.0361,0.3572,2.6649,0.6090,0.3689,0.0037,0.0123,0.0014,0.0047
0.2761,0.2464,0.0157,0.3990,0.0365,0.0263,4.7857,0.7388,0.2117,0.0052,0.0425,0.0014,0.0004
0.0929,0.1205,0.1656,0.1874,0.2073,0.2263,2.0659,0.5843,0.2382,0.1131,0.0412,0.0168,0.0065
0.0520,0.2903,0.1262,0.1674,0.2758,0.0883,18.8698,0.1430,0.4806,0.1329,0.1059,0.1142,0.0234
0.3244,0.2605,0.0361,0.0562,0.2214,0.1014,12.1025,0.7045,0.2439,0.0164,0.0104,0.0204,0.0043
0.1417,0.3377,0.0744,0.0539,0.1181,0.2742,1.5675,0.5976,0.3685,0.0244,0.0044,0.0031,0.0020
0.0761,0.3173,0.2278,0.2397,0.0286,0.1105,4.6627,0.3164,0.4818,0.1396,0.0550,0.0028,0.0044
0.0143,0.2230,0.2073,0.2814,0.2023,0.0717,16.9921,0.0433,0.4066,0.2387,0.1979,0.0924,0.0211
0.1887,0.2155,0.1378,0.1661,0.2505,0.0414,8.9991,0.5695,0.2750,0.0821,0.0410,0.0300,0.0023
0.0408,0.2917,0.0795,0.3613,0.0955,0.1312,14.1764,0.1322,0.5162,0.0826,0.2096,0.0326,0.0268
0.1427,0.3482,0.1104,0.2903,0.0032,0.1052,10.3759,0.4052,0.4381,0.0684,0.0808,0.0004,0.0071
0.1567,0.0144,0.4970,0.1072,0.2041,0.0206,1.8344,0.7704,0.0194,0.1908,0.0116,0.0076,0.0002
0.1973,0.0196,0.1557,0.3213,0.1079,0.1982,7.8292,0.7265,0.0306,0.1113,0.1017,0.0160,0.0139
0.2881,0.1073,0.0090,0.2105,0.0665,0.3186,6.7848,0.8299,0.1156,0.0041,0.0361,0.0048,0.0095
0.0072,0.0298,0.0240,0.6807,0.1226,0.1357,10.6951,0.0347,0.0832,0.0412,0.7081,0.0775,0.0552
0.1067,0.0931,0.3911,0.3098,0.0525,0.0468,18.0365,0.2863,0.1449,0.3657,0.1744,0.0185,0.0102
0.0060,0.2488,0.2087,0.0739,0.3667,0.0959,18.6267,0.0175,0.4564,0.2503,0.0554,0.1879,0.0324
0.7198,0.0722,0.0835,0.0699,0.0248,0.0298,15.3859,0.9298,0.0392,0.0221,0.0071,0.0012,0.0006
0.2140,0.2889,0.0532,0.0776,0.3373,0.0290,10.9892,0.5681,0.3387,0.0308,0.0188,0.0418,0.0017
0.1021,0.0482,0.0623,0.0487,0.6141,0.1246,1.5098,0.7759,0.1108,0.0484,0.0108,0.0506,0.0035
0.1574,0.0019,0.3864,0.2092,0.1007,0.1444,10.9120,0.5475,0.0032,0.3224,0.0876,0.0226,0.0168
0.2048,0.1879,0.0775,0.2329,0.1110,0.1859,6.9478,0.6560,0.2344,0.0420,0.0496,0.0104,0.0076
0.1105,0.1226,0.1337,0.1085,0.3302,0.1945,8.8842,0.4636,0.2430,0.1338,0.0513,0.0831,0.0251
0.0918,0.1093,0.2780,0.0580,0.3468,0.1161,12.0264,0.3379,0.2094,0.2903,0.0316,0.1103,0.0205
0.0446,0.1297,0.0047,0.0269,0.1808,0.6133,1.3289,0.4725,0.4485,0.0058,0.0111,0.0279,0.0343
0.0250,0.4567,0.0774,0.0295,0.1734,0.2380,2.7597,0.1307,0.7912,0.0504,0.0062,0.0144,0.0072
0.0246,0.3071,0.1307,0.2846,0.0515,0.2015,17.0441,0.0726,0.5316,0.1402,0.1833,0.0209,0.0515
0.3694,0.2004,0.0530,0.2420,0.0827,0.0525,10.8501,0.7659,0.1685,0.0207,0.0374,0.0058,0.0017
0.0527,0.0402,0.0881,0.1507,0.3114,0.3569,12.3142,0.2415,0.1093,0.1481,0.1528,0.2017,0.1465
0.3725,0.0007,0.0883,0.0000,0.5314,0.0071,6.9226,0.9387,0.0006,0.0325,0.0000,0.0281,0.0001
0.4590,0.0564,0.0047,0.0952,0.3786,0.0061,4.4818,0.9513,0.0345,0.0010,0.0054,0.0077,0.0000
0.1476,0.1485,0.0909,0.0537,0.0153,0.5440,4.6470,0.6525,0.2464,0.0608,0.0140,0.0017,0.0246
0.1323,0.2395,0.1112,0.1019,0.2659,0.1492,10.2868,0.4415,0.3711,0.0868,0.0365,0.0501,0.0141
0.0092,0.2482,0.0622,0.3355,0.0847,0.2602,16.5767,0.0300,0.4926,0.0792,0.2669,0.0436,0.0878
0.1945,0.1829,0.1560,0.0820,0.3520,0.0326,7.4981,0.6220,0.2343,0.0883,0.0179,0.0361,0.0015
0.0166,0.1453,0.4018,0.2323,0.0356,0.1684,6.9622,0.0825,0.3301,0.4344,0.1212,0.0095,0.0224
0.3732,0.3425,0.2092,0.0364,0.0009,0.0378,1.8524,0.8060,0.1652,0.0277,0.0010,0.0000,0.0001
0.2798,0.0060,0.2247,0.1118,0.2482,0.1295,7.8750,0.8309,0.0071,0.1125,0.0221,0.0224,0.0050
0.0542,0.4129,0.0189,0.1044,0.2376,0.1720,12.6125,0.1744,0.6756,0.0171,0.0474,0.0612,0.0243
0.0908,0.0407,0.3385,0.0373,0.3479,0.1448,17.7674,0.2811,0.0769,0.4011,0.0272,0.1688,0.0450
0.1090,0.2496,0.1950,0.2034,0.2212,0.0218,15.2875,0.3066,0.3734,0.1658,0.0919,0.0589,0.0033
0.2532,0.2521,0.1080,0.0891,0.1134,0.1842,5.3572,0.7025,0.2384,0.0395,0.0108,0.0055,0.0033
0.0990,0.3743,0.1011,0.1296,0.0308,0.2652,9.3561,0.3218,0.5412,0.0711,0.0409,0.0049,0.0202
0.1934,0.0510,0.5487,0.0083,0.0157,0.1829,17.9178,0.4845,0.0696,0.4118,0.0035,0.0040,0.0265
0.0155,0.1548,0.3010,0.1495,0.1775,0.2017,10.7187,0.0658,0.3474,0.3722,0.1003,0.0696,0.0448
0.4676,0.0803,0.1053,0.2421,0.0629,0.0418,13.5781,0.8538,0.0626,0.0394,0.0381,0.0047,0.0015
0.2422,0.2932,0.1867,0.2497,0.0203,0.0079,12.9542,0.5460,0.2986,0.0951,0.0574,0.0024,0.0005
0.0936,0.1516,0.2139,0.0109,0.0510,0.4790,1.4232,0.5971,0.2736,0.1168,0.0018,0.0028,0.0080
0.1225,0.0398,0.3748,0.0138,0.0012,0.4479,13.8363,0.4301,0.0758,0.3948,0.0082,0.0004,0.0906
0.0622,0.0714,0.3730,0.0595,0.2437,0.1902,6.2474,0.3261,0.1657,0.3977,0.0287,0.0598,0.0221
0.3629,0.2478,0.1752,0.0450,0.0707,0.0984,1.1974,0.8600,0.1181,0.0205,0.0010,0.0004,0.0001
0.0036,0.0221,0.0440,0.2909,0.0370,0.6024,6.2363,0.0296,0.0989,0.1121,0.4250,0.0314,0.3030
0.1139,0.0271,0.3076,0.5069,0.0263,0.0182,13.1736,0.3755,0.0470,0.2955,0.2709,0.0079,0.0032
0.0750,0.2439,0.3423,0.2066,0.1292,0.0030,17.6750,0.1946,0.3596,0.3001,0.1044,0.0407,0.0006
0.1429,0.0202,0.1016,0.0544,0.1424,0.5385,4.8740,0.7704,0.0442,0.0955,0.0215,0.0256,0.0428
0.1913,0.0068,0.2063,0.2716,0.2586,0.0654,6.3215,0.7449,0.0105,0.1370,0.0728,0.0313,0.0035
0.0318,0.0113,0.3030,0.0086,0.4971,0.1482,18.7636,0.0989,0.0237,0.4401,0.0084,0.3545,0.0743
0.2656,0.1057,0.1963,0.1980,0.0142,0.2202,8.8525,0.7331,0.1185,0.0969,0.0409,0.0013,0.0092
0.3775,0.0268,0.0597,0.1247,0.2652,0.1461,7.1236,0.9224,0.0237,0.0214,0.0157,0.0139,0.0030
0.0053,0.4257,0.0316,0.0218,0.0799,0.4357,18.8543,0.0155,0.7634,0.0364,0.0155,0.0374,0.1317
0.1378,0.3286,0.3126,0.0753,0.0105,0.1352,14.9859,0.3421,0.4099,0.2072,0.0253,0.0020,0.0136
0.1164,0.2443,0.2130,0.0769,0.1166,0.2328,8.7843,0.4062,0.3766,0.1551,0.0250,0.0190,0.0180
0.3903,0.0174,0.1047,0.0074,0.3682,0.1120,8.5735,0.9178,0.0156,0.0399,0.0010,0.0228,0.0028
0.0778,0.6251,0.0019,0.1780,0.0876,0.0296,13.8166,0.1889,0.7382,0.0012,0.0544,0.0146,0.0026
0.2623,0.0384,0.2183,0.1439,0.0645,0.2726,11.8257,0.7398,0.0497,0.1373,0.0429,0.0098,0.0205
0.0547,0.5391,0.1423,0.1152,0.0569,0.0918,4.7617,0.1987,0.6978,0.0752,0.0210,0.0044,0.0028
0.0648,0.1795,0.1377,0.3505,0.0897,0.1778,10.7064,0.2515,0.3517,0.1457,0.1939,0.0272,0.0300
0.3400,0.1707,0.0906,0.0920,0.0076,0.2991,19.1918,0.7051,0.1828,0.0537,0.0284,0.0013,0.0287
0.3149,0.0343,0.4443,0.1611,0.0436,0.0018,8.7314,0.7695,0.0324,0.1706,0.0245,0.0030,0.0001
0.0891,0.0280,0.1112,0.0288,0.4631,0.2798,1.6150,0.7492,0.0752,0.1038,0.0085,0.0521,0.0111
0.3854,0.0211,0.1874,0.2814,0.0958,0.0289,15.6920,0.8039,0.0207,0.0942,0.0674,0.0119,0.0018
0.4662,0.0652,0.1095,0.2162,0.0190,0.1239,11.9716,0.8760,0.0500,0.0384,0.0309,0.0012,0.0036
