C3,C4,C5,C6,C7,C8,Pressure,Vapor_Fraction,Temperature
0.4602,0.1748,0.0257,0.1479,0.0717,0.1197,9.2896,0.9371,413.660303
0.0738,0.1048,0.0786,0.1792,0.4029,0.1607,19.5887,0.4147,484.0849401
0.2143,0.2744,0.3554,0.0262,0.0411,0.0886,6.8185,0.9024,388.8922798
0.1823,0.0889,0.1415,0.1818,0.2624,0.1431,16.0329,0.6253,458.1193258
0.0974,0.0424,0.076,0.3999,0.1838,0.2005,15.3442,0.886,478.1399342
0.1167,0.1986,0.2234,0.0484,0.0618,0.3511,13.6756,0.8398,465.6336717
0.2212,0.0202,0.2163,0.0912,0.2497,0.2014,1.5081,0.5368,351.7045144
0.2038,0.2632,0.0103,0.0214,0.3128,0.1885,16.2909,0.4472,441.6082725
0.4301,0.2216,0.0235,0.003,0.0901,0.2317,5.5836,0.0291,309.0141805
0.3991,0.2001,0.3287,0.0064,0.0527,0.013,9.9549,0.6206,359.6690541
0.0292,0.0252,0.4148,0.1668,0.0277,0.3363,16.0209,0.0837,455.6347895
0.0334,0.1615,0.4031,0.2132,0.0213,0.1675,3.1879,0.8075,380.2130355
0.0545,0.2841,0.0041,0.1659,0.4196,0.0718,18.9976,0.0495,447.5332009
0.0431,0.0614,0.0515,0.2774,0.1848,0.3818,2.2062,0.5168,392.568899
0.0692,0.1187,0.3943,0.0269,0.0263,0.3646,2.2115,0.9693,394.1673133
0.0189,0.668,0.0099,0.2178,0.024,0.0614,3.4813,0.2857,328.2349566
0.062,0.4277,0.2716,0.0572,0.0523,0.1292,4.209,0.4496,348.7835391
0.0161,0.1988,0.0977,0.2763,0.147,0.2641,19.4198,0.0875,467.6058407
0.0437,0.0645,0.0753,0.2292,0.3021,0.2852,18.8115,0.2331,489.6956516
0.0655,0.3601,0.0717,0.1605,0.0271,0.3151,5.6163,0.1345,363.27707
0.0027,0.1225,0.0884,0.1762,0.5991,0.0111,10.3061,0.8129,455.8326293
0.1513,0.1063,0.083,0.1348,0.39,0.1346,10.9291,0.8261,453.7146089
0.1761,0.0484,0.4269,0.1176,0.0912,0.1398,15.4064,0.0426,405.8054469
0.0496,0.0456,0.0424,0.5078,0.1176,0.237,17.5848,0.4308,481.8953289
0.1763,0.1271,0.3118,0.0815,0.2188,0.0845,12.4541,0.4444,416.0808069
0.1539,0.1193,0.0883,0.0197,0.1178,0.501,19.7993,0.8223,504.7475168
0.1113,0.3306,0.1378,0.1644,0.0408,0.2151,4.5776,0.405,362.6845403
0.0051,0.0337,0.1186,0.5206,0.2267,0.0953,16.1578,0.5517,475.076812
0.0742,0.0409,0.1536,0.0832,0.074,0.5741,7.793,0.7748,462.9994092
0.1818,0.1898,0.0189,0.1047,0.0783,0.4265,8.511,0.0009,368.6513905
0.0849,0.2581,0.0352,0.0278,0.3708,0.2232,3.316,0.0072,334.5215064
0.0029,0.4,0.0705,0.0138,0.4382,0.0746,13.7216,0.4557,440.7942747
0.0577,0.4323,0.0625,0.205,0.2183,0.0242,15.0416,0.4463,422.7207478
0.2276,0.1636,0.0385,0.1833,0.0324,0.3546,8.9636,0.5342,422.9531598
0.073,0.0202,0.0313,0.3521,0.3904,0.133,5.2957,0.1624,407.100302
0.0143,0.4527,0.0376,0.0103,0.4594,0.0257,11.0012,0.6568,431.0678351
0.3467,0.3324,0.0423,0.1964,0.0604,0.0218,18.8807,0.0202,376.1912271
0.2758,0.4182,0.0188,0.0055,0.2371,0.0446,1.956,0.0804,280.5173931
0.0109,0.1854,0.6435,0.115,0.0447,0.0005,10.6251,0.6737,402.0975191
0.0705,0.272,0.2126,0.3734,0.0384,0.0331,18.9388,0.7601,444.6606812
0.3496,0.1349,0.0862,0.1603,0.0038,0.2652,5.0743,0.3477,344.5149572
0.0277,0.2137,0.2233,0.4526,0.0816,0.0011,8.3892,0.4172,401.4487502
0.4873,0.1985,0.1001,0.0714,0.0275,0.1152,8.0494,0.8388,383.7480469
0.1665,0.0396,0.0833,0.1711,0.0241,0.5154,18.9943,0.6362,497.5897287
0.1944,0.0386,0.0766,0.0559,0.1152,0.5193,10.2007,0.8257,471.9250386
0.1645,0.3838,0.0296,0.1331,0.279,0.01,13.9965,0.7139,425.9196902
0.2424,0.2259,0.2487,0.0975,0.0796,0.1059,3.1213,0.4565,331.6984724
0.1477,0.1166,0.3039,0.1421,0.0015,0.2882,14.2769,0.3517,430.1682624
0.2687,0.0553,0.0667,0.2325,0.3126,0.0642,12.6891,0.6509,438.8587878
0.1,0.0125,0.2065,0.0191,0.2297,0.4322,11.6935,0.6772,475.0578964
0.0898,0.1546,0.0845,0.4542,0.2108,0.0061,7.1776,0.105,384.546807
0.2052,0.1319,0.337,0.088,0.0714,0.1665,7.1928,0.4394,380.7340687
0.024,0.2985,0.1053,0.2066,0.2829,0.0827,2.6209,0.8498,380.9484937
0.1091,0.0114,0.0641,0.2865,0.4901,0.0388,8.3007,0.5141,436.2872974
0.1685,0.0153,0.2904,0.0552,0.4055,0.0651,2.8966,0.7955,385.2622841
0.0893,0.49,0.201,0.048,0.1589,0.0128,9.1989,0.9982,405.059979
0.101,0.1369,0.1281,0.2752,0.0571,0.3017,19.2776,0.3229,466.1811149
0.2161,0.0447,0.2095,0.3871,0.0596,0.083,11.4163,0.616,421.4472078
0.2874,0.0303,0.2041,0.1453,0.0026,0.3303,19.0707,0.1458,422.4919971
0.4467,0.0056,0.0032,0.0673,0.4554,0.0218,18.9663,0.4698,434.7772347
0.1525,0.079,0.3102,0.1619,0.1343,0.1621,4.7634,0.2322,363.1881982
0.1104,0.0784,0.0618,0.1332,0.5374,0.0788,2.394,0.3104,370.045987
0.0473,0.1558,0.0361,0.1546,0.1443,0.4619,10.3344,0.9776,476.4604282
0.157,0.0089,0.3324,0.1497,0.1503,0.2017,15.0192,0.4816,448.6673681
0.2998,0.0627,0.091,0.1111,0.1265,0.3089,18.1714,0.7409,472.7612689
0.0877,0.0561,0.4135,0.0187,0.2107,0.2133,10.3273,0.5239,433.6896007
0.089,0.2884,0.3603,0.1917,0.0097,0.0609,5.952,0.9964,392.4039754
0.2206,0.1279,0.2072,0.0675,0.0881,0.2887,19.0023,0.4209,448.4777014
0.4268,0.2619,0.0542,0.1775,0.0669,0.0127,17.8832,0.4127,382.7681151
0.0287,0.0317,0.0625,0.1419,0.4529,0.2823,18.3355,0.901,509.6079516
0.0167,0.1691,0.0136,0.5055,0.1406,0.1545,5.6944,0.452,410.141051
0.2389,0.1213,0.336,0.0755,0.0407,0.1876,16.3931,0.7453,441.6607299
0.0216,0.1887,0.3846,0.2848,0.0183,0.102,15.7856,0.6408,441.6609028
0.1029,0.0459,0.041,0.1452,0.5414,0.1236,14.5706,0.6497,477.7292338
0.0206,0.2102,0.3415,0.2862,0.0995,0.042,3.7509,0.3813,362.2394551
0.1673,0.018,0.0337,0.3386,0.129,0.3134,6.8704,0.8091,440.1607059
0.0506,0.242,0.0882,0.1287,0.063,0.4275,15.7795,0.7966,484.2799177
0.1308,0.4726,0.1928,0.1115,0.0607,0.0316,12.437,0.8947,405.9604839
0.2083,0.1117,0.3192,0.1385,0.1455,0.0768,3.456,0.1185,322.4475453
0.0733,0.4908,0.1722,0.1531,0.0231,0.0875,5.1091,0.7476,368.7436849
0.0142,0.0624,0.2316,0.0557,0.2328,0.4033,11.0368,0.8565,476.4931887
0.0091,0.2095,0.0641,0.0391,0.2107,0.4675,5.3935,0.1013,401.134209
0.0344,0.0329,0.1212,0.0629,0.3812,0.3674,17.9588,0.1772,496.525179
0.1722,0.1682,0.1085,0.0968,0.0279,0.4264,1.7696,0.2371,322.8210751
0.0544,0.1879,0.2752,0.2159,0.2136,0.053,16.4496,0.5796,447.92497
0.2036,0.0938,0.171,0.0657,0.1209,0.345,6.9855,0.6362,424.4842316
0.3073,0.1901,0.1854,0.1297,0.0273,0.1602,6.704,0.2952,347.665873
0.0429,0.0872,0.1192,0.1511,0.0484,0.5512,9.8582,0.4256,461.9750712
0.2083,0.1027,0.2002,0.0225,0.433,0.0333,10.7895,0.4186,414.801056
0.1656,0.0004,0.2567,0.0187,0.0681,0.4905,2.5101,0.4738,385.2886989
0.367,0.1071,0.1964,0.0455,0.085,0.199,4.9009,0.2562,327.5072583
0.0134,0.3355,0.1075,0.4214,0.0654,0.0568,15.04,0.5884,437.0188789
0.1149,0.1332,0.5305,0.0459,0.1624,0.0131,9.8303,0.5612,398.7945977
0.1694,0.2485,0.0973,0.193,0.0166,0.2752,16.2093,0.4288,436.1631478
0.0477,0.1873,0.101,0.3209,0.3416,0.0015,9.9484,0.6993,433.636115
0.3356,0.1949,0.3286,0.0434,0.0893,0.0082,9.9731,0.6417,372.9099015
0.0513,0.0268,0.2443,0.5789,0.0761,0.0226,3.8811,0.8161,386.5800766
0.1598,0.2222,0.0061,0.225,0.3511,0.0358,9.494,0.0579,379.6185474
0.1101,0.2336,0.1336,0.4165,0.0867,0.0195,9.8848,0.5972,408.9576822
0.4536,0.0267,0.0815,0.0214,0.2893,0.1275,10.8326,0.5629,406.7594348
0.2582,0.203,0.0249,0.1624,0.181,0.1705,4.9711,0.0389,325.5305543
0.1506,0.1378,0.0692,0.2016,0.3375,0.1033,2.4849,0.3932,359.7735622
0.2064,0.3247,0.0112,0.1936,0.032,0.2321,8.1393,0.1308,358.721777
0.0983,0.0347,0.0999,0.047,0.5694,0.1507,13.7887,0.853,480.5939397
0.2813,0.145,0.1768,0.0154,0.2786,0.1029,19.18,0.7027,451.2990118
0.2396,0.2786,0.1208,0.1354,0.115,0.1106,4.937,0.6829,373.5504161
0.091,0.1911,0.1059,0.0817,0.2797,0.2506,18.6604,0.3303,466.5413465
0.1818,0.1135,0.2538,0.3295,0.0982,0.0232,11.2364,0.963,425.4023163
0.1212,0.2452,0.3352,0.2834,0.0023,0.0127,13.9665,0.3418,402.2795554
0.3655,0.1297,0.3452,0.0086,0.1059,0.0451,11.9508,0.5851,383.3660321
0.3721,0.1773,0.0179,0.1008,0.3147,0.0172,11.4952,0.7147,414.0107779
0.0859,0.0249,0.3325,0.0163,0.2242,0.3162,10.4122,0.3997,443.2285665
0.0411,0.3359,0.0162,0.046,0.343,0.2178,5.6729,0.1641,379.8219314
0.1966,0.0943,0.3531,0.1018,0.0466,0.2076,12.311,0.3222,407.0751986
0.303,0.0248,0.104,0.3509,0.1647,0.0526,15.2079,0.9389,449.2529423
0.0945,0.0718,0.2703,0.4999,0.0438,0.0197,8.6295,0.153,394.4033561
0.0791,0.2995,0.4768,0.0562,0.0546,0.0338,18.9761,0.7874,428.9411098
0.2203,0.3734,0.0497,0.038,0.1546,0.164,7.2329,0.231,351.9636296
0.5521,0.0696,0.0928,0.0074,0.2719,0.0062,12.8703,0.8793,413.1260362
0.2977,0.1204,0.2059,0.0934,0.0426,0.24,11.3865,0.1815,376.2400237
0.1062,0.1371,0.2134,0.0683,0.2494,0.2256,10.1426,0.8642,451.3971699
0.0501,0.292,0.0628,0.2101,0.1176,0.2674,3.0797,0.7257,391.6195051
0.0755,0.2177,0.0244,0.0362,0.225,0.4212,17.3115,0.5609,488.0190623
0.3779,0.0348,0.017,0.0948,0.2582,0.2173,4.0146,0.5238,378.9096677
0.1468,0.2452,0.083,0.0242,0.303,0.1978,4.0684,0.0326,332.009552
0.0283,0.1423,0.2983,0.3689,0.0683,0.0939,14.7192,0.0303,429.1332616
0.0923,0.089,0.0105,0.5144,0.0363,0.2575,2.9485,0.2957,373.897192
0.0283,0.0131,0.3094,0.0478,0.4003,0.2011,11.3527,0.2888,452.6905656
0.1629,0.0494,0.2523,0.0455,0.3761,0.1138,8.7737,0.1285,392.261334
0.1261,0.032,0.0248,0.4728,0.0611,0.2832,2.9204,0.4947,387.4608313
0.0017,0.0537,0.13,0.0686,0.3457,0.4003,5.8396,0.7163,447.0223857
0.4706,0.3203,0.0168,0.1459,0.035,0.0114,7.6101,0.2622,322.4098223
0.102,0.0657,0.1765,0.1817,0.1359,0.3382,2.7099,0.1543,355.5396578
0.3001,0.273,0.1536,0.0817,0.1602,0.0314,4.9106,0.0243,312.7602642
0.1899,0.0103,0.1336,0.0422,0.557,0.067,2.8551,0.3802,374.0743519
0.257,0.4379,0.0472,0.1575,0.0625,0.0379,15.327,0.7485,404.5302556
0.4104,0.0602,0.1136,0.0057,0.239,0.1711,9.1626,0.8045,424.9595024
0.0623,0.2855,0.1805,0.0476,0.0273,0.3968,8.8436,0.388,415.7430388
0.6776,0.011,0.06,0.0548,0.1688,0.0278,1.5878,0.6234,283.4234624
0.2171,0.0146,0.2369,0.065,0.443,0.0234,10.1961,0.7937,436.066738
0.0295,0.4837,0.2521,0.0219,0.0158,0.197,5.7862,0.3383,359.446018
0.1524,0.3409,0.2476,0.0741,0.1772,0.0078,19.3908,0.8349,435.5568483
0.1276,0.0463,0.369,0.2109,0.2108,0.0354,16.0562,0.2236,430.606931
0.2914,0.0738,0.1619,0.196,0.1235,0.1534,7.4191,0.1993,360.278263
0.1259,0.0634,0.3809,0.3285,0.0717,0.0296,16.7394,0.4344,433.8475063
0.5734,0.0088,0.1295,0.0357,0.1487,0.1039,9.0723,0.2435,332.5354654
0.1193,0.0455,0.3247,0.2529,0.0192,0.2384,1.2812,0.2422,322.2163594
0.0521,0.0707,0.0526,0.1937,0.599,0.0319,1.7165,0.9292,380.0635513
0.2607,0.0623,0.4537,0.0118,0.0502,0.1613,19.1013,0.3136,418.0199522
0.0384,0.0577,0.7171,0.0403,0.0571,0.0894,13.4385,0.6734,427.976909
0.2108,0.2055,0.1595,0.234,0.1888,0.0014,18.9132,0.9866,449.3750098
0.5673,0.0511,0.2353,0.0016,0.135,0.0097,14.7871,0.45,364.1309509
0.0081,0.1123,0.1321,0.0363,0.1047,0.6065,15.014,0.7008,501.7538463
0.0673,0.482,0.1444,0.0357,0.0069,0.2637,1.8872,0.3107,312.4772273
0.0618,0.2215,0.0713,0.1204,0.352,0.173,1.7114,0.0369,317.0283502
0.2913,0.3781,0.1551,0.0203,0.0412,0.114,4.5342,0.1219,310.8624216
0.1857,0.0118,0.0365,0.0339,0.3787,0.3534,7.1358,0.367,432.6988792
0.0373,0.101,0.4096,0.4018,0.0382,0.0121,3.2725,0.9886,371.7939599
0.1693,0.1806,0.0251,0.215,0.0726,0.3374,10.1184,0.9442,457.62993
0.3479,0.1377,0.0746,0.1476,0.0995,0.1927,8.2153,0.2696,359.9358056
0.0244,0.2204,0.0684,0.0008,0.212,0.474,19.971,0.8208,510.4965856
0.0106,0.5023,0.2959,0.1101,0.0064,0.0747,8.7447,0.0824,368.9520558
0.1465,0.4567,0.0411,0.1478,0.1056,0.1023,2.5171,0.7004,346.8730184
0.2138,0.2233,0.0071,0.4978,0.0078,0.0502,3.9266,0.4392,352.4414968
0.2644,0.109,0.0219,0.0814,0.2371,0.2862,2.5202,0.5397,374.3414837
0.0131,0.2673,0.1095,0.2826,0.0183,0.3092,4.2332,0.7518,407.324999
0.1895,0.2411,0.1309,0.2901,0.0793,0.0691,9.9497,0.8587,416.8054097
0.4579,0.0173,0.199,0.1028,0.1267,0.0963,17.4566,0.577,415.2333756
0.2015,0.0476,0.173,0.0712,0.07,0.4367,16.5182,0.5659,473.9733845
0.1086,0.2463,0.0201,0.1351,0.057,0.4329,18.056,0.3956,469.2620465
0.1658,0.0439,0.2289,0.1314,0.297,0.133,7.2613,0.9336,431.6739425
0.3749,0.1295,0.1111,0.0141,0.3441,0.0263,8.0089,0.6382,392.0179223
0.0551,0.2106,0.0782,0.0053,0.5075,0.1433,15.8636,0.6925,476.1178992
0.0446,0.3459,0.0819,0.2377,0.0893,0.2006,16.7825,0.3658,442.7474803
0.2723,0.0515,0.1017,0.145,0.213,0.2165,17.153,0.2084,427.7585163
0.0684,0.0806,0.5144,0.1747,0.1377,0.0242,18.7812,0.4551,443.648441
0.1785,0.2804,0.2435,0.0581,0.0434,0.1961,12.853,0.6256,418.7941844
0.1948,0.1158,0.2507,0.3744,0.0026,0.0617,18.8998,0.8922,447.4650688
0.0982,0.1847,0.3048,0.0321,0.2799,0.1003,18.2028,0.0049,425.8450779
0.3096,0.1751,0.0877,0.0036,0.1155,0.3085,9.2083,0.1756,362.7981757
0.411,0.3323,0.0148,0.0548,0.0866,0.1005,12.1586,0.5364,371.5840569
0.1523,0.0178,0.3244,0.0235,0.2067,0.2753,4.0116,0.1563,359.204179
0.1357,0.3266,0.1216,0.2531,0.1252,0.0378,17.0382,0.7688,437.0201627
0.0216,0.3469,0.2587,0.1852,0.1816,0.006,6.1771,0.4137,376.5803584
0.0359,0.1873,0.1363,0.4815,0.0884,0.0706,4.0246,0.4821,379.2799996
0.3277,0.1489,0.2923,0.0096,0.0646,0.1569,13.8778,0.94,436.7214243
0.1205,0.3068,0.1118,0.1561,0.2505,0.0543,11.5058,0.5708,418.7786046
0.1203,0.3609,0.2933,0.0606,0.0056,0.1593,11.3286,0.5977,401.7155006
0.0122,0.1744,0.208,0.0393,0.5526,0.0135,7.7666,0.6655,429.224484
0.1651,0.0061,0.1348,0.1659,0.3367,0.1914,12.3284,0.5559,456.2106168
0.29,0.114,0.0083,0.3896,0.0966,0.1015,2.1821,0.536,344.8358719
0.1536,0.3955,0.0098,0.1958,0.0568,0.1885,4.2038,0.2553,338.6698916
0.1313,0.0964,0.0296,0.1463,0.3847,0.2117,10.0994,0.5625,450.3662617
0.3175,0.1018,0.2013,0.1354,0.0566,0.1874,2.6484,0.3864,324.6284998
0.0175,0.1208,0.1058,0.0253,0.2366,0.494,18.0459,0.6606,508.0988199
0.2597,0.332,0.0976,0.1106,0.0827,0.1174,3.8883,0.8362,372.5674636
0.127,0.2228,0.1475,0.2169,0.0155,0.2703,7.6135,0.497,405.3727317
0.2205,0.0171,0.0846,0.3813,0.2788,0.0177,8.3799,0.7479,422.7675635
0.0282,0.2562,0.0839,0.4112,0.0036,0.2169,16.4984,0.6008,459.8529473
0.2264,0.1153,0.0123,0.0435,0.2076,0.3949,16.5334,0.1304,432.88267
0.0006,0.473,0.129,0.0073,0.1668,0.2233,13.2011,0.1339,410.5313357
0.056,0.0483,0.0637,0.31,0.3713,0.1507,7.7414,0.1393,423.9470477
0.0087,0.3709,0.149,0.2057,0.193,0.0727,2.6427,0.1903,337.0152555
0.1258,0.0572,0.1991,0.2621,0.3335,0.0223,5.5428,0.709,405.71152
0.339,0.2331,0.0384,0.2462,0.0437,0.0996,7.4937,0.3948,356.6587095
0.2908,0.2199,0.0026,0.4303,0.0524,0.004,14.6226,0.0354,376.7764867
0.4542,0.0385,0.0768,0.1469,0.2321,0.0515,3.5326,0.3836,321.7688048
0.1974,0.0792,0.131,0.3847,0.0969,0.1108,17.3811,0.0074,415.0680525
0.1667,0.1002,0.1881,0.3011,0.1468,0.0971,8.3076,0.1554,382.8258714
0.0258,0.1716,0.4404,0.1074,0.0909,0.1639,19.8367,0.9194,471.5183594
0.5053,0.1134,0.0178,0.0314,0.1688,0.1633,19.7124,0.8846,453.8967016
0.1897,0.3523,0.2335,0.1064,0.0631,0.055,12.9454,0.0983,373.82839
0.0468,0.0435,0.1519,0.3111,0.0878,0.3589,3.5368,0.2789,392.8655723
0.0349,0.0027,0.0548,0.45,0.3708,0.0868,18.8203,0.8177,493.983278
0.0793,0.4697,0.2635,0.128,0.021,0.0385,3.6269,0.13,323.0179423
0.2737,0.0228,0.0068,0.3692,0.0427,0.2848,16.5822,0.5279,458.6446701
0.1079,0.076,0.1749,0.1041,0.0366,0.5005,13.705,0.2935,458.7340965
0.2811,0.2593,0.0345,0.2999,0.0661,0.0591,12.5948,0.9565,426.038486
0.4292,0.0812,0.14,0.0231,0.0178,0.3087,9.8072,0.3128,363.467087
0.2577,0.1446,0.1599,0.0873,0.3258,0.0247,8.2009,0.9807,420.9997041
0.096,0.2214,0.0901,0.3547,0.1762,0.0616,18.1968,0.083,432.7798929
0.0802,0.0236,0.4029,0.366,0.1134,0.0139,11.1938,0.1117,410.6196915
0.112,0.3232,0.4366,0.0112,0.0205,0.0965,14.5977,0.713,412.9907686
0.2022,0.0878,0.4544,0.0097,0.1449,0.101,16.0257,0.7156,435.6246997
0.2379,0.029,0.0738,0.3795,0.0894,0.1904,12.45,0.7,446.2867391
0.1712,0.3018,0.0914,0.2402,0.0581,0.1373,15.8673,0.6685,435.0644001
0.0233,0.0067,0.0515,0.0402,0.5074,0.3709,9.1726,0.6071,474.8547147
0.3227,0.1122,0.3108,0.0581,0.1937,0.0025,8.674,0.4271,368.1863128
0.3513,0.1652,0.0119,0.1564,0.2968,0.0184,11.5731,0.7959,422.6853671
0.236,0.0594,0.0315,0.1809,0.0167,0.4755,9.5471,0.5526,445.7909618
0.0011,0.3497,0.1062,0.0444,0.2446,0.254,11.6344,0.5773,447.205653
0.0098,0.2189,0.2875,0.1556,0.2488,0.0794,1.1693,0.897,352.7851117
0.368,0.1468,0.1719,0.1203,0.063,0.13,8.1208,0.4131,361.1875651
0.1006,0.2625,0.004,0.0229,0.3557,0.2543,6.0952,0.113,375.1849857
0.0119,0.0638,0.3242,0.3441,0.0186,0.2374,17.3386,0.2328,462.8693293
0.1729,0.0744,0.0041,0.1714,0.0951,0.4821,5.4166,0.4073,417.8276515
0.2892,0.1101,0.0235,0.2511,0.2814,0.0447,9.54,0.8054,425.1728873
0.3494,0.0001,0.1,0.0137,0.5127,0.0241,13.7258,0.2317,403.5741132
0.251,0.2466,0.1857,0.0341,0.1561,0.1265,11.5635,0.9781,435.708024
0.1875,0.2596,0.16,0.2272,0.1554,0.0103,13.2197,0.6634,415.6375147
0.4146,0.1402,0.2118,0.1182,0.0471,0.0681,11.509,0.6661,386.0228316
0.347,0.0287,0.1964,0.1708,0.0269,0.2302,12.061,0.5876,419.976377
0.3296,0.1701,0.0402,0.0467,0.378,0.0354,15.0057,0.3524,405.8954915
0.4261,0.1322,0.0213,0.0987,0.0357,0.286,13.2765,0.7446,436.5609515
0.128,0.4936,0.0183,0.0617,0.0005,0.2979,7.3451,0.4889,381.499036
0.0674,0.2599,0.2195,0.0151,0.4057,0.0324,14.9716,0.55,442.3861203
0.2399,0.0694,0.0822,0.5892,0.0002,0.0191,2.679,0.9677,363.6656906
0.2148,0.0318,0.2138,0.2088,0.1174,0.2134,5.169,0.3573,379.0603667
0.2731,0.209,0.0204,0.3137,0.065,0.1188,12.2441,0.3292,393.8458279
0.0229,0.3022,0.0729,0.0654,0.2675,0.2691,7.4946,0.2763,409.4331921
0.2243,0.2503,0.1117,0.1941,0.061,0.1586,2.3192,0.3567,320.2875213
0.0496,0.2853,0.0056,0.0762,0.2985,0.2848,14.0798,0.0821,435.1396878
0.0617,0.0379,0.1119,0.0685,0.407,0.313,12.1972,0.244,465.4181637
0.0554,0.1758,0.1319,0.0319,0.5881,0.0169,14.1948,0.2395,445.7774989
0.1034,0.2292,0.3381,0.0834,0.0092,0.2367,18.4647,0.7822,459.4025266
0.0876,0.0499,0.1515,0.3229,0.3475,0.0406,16.5566,0.1881,453.9680731
0.2196,0.0773,0.3519,0.2696,0.0674,0.0142,6.6441,0.5185,375.638297
0.2603,0.1826,0.1382,0.091,0.3139,0.014,1.8091,0.5592,332.9512131
0.1887,0.3769,0.0072,0.1341,0.2166,0.0765,11.3655,0.7309,419.6339063
0.6513,0.0499,0.0207,0.0291,0.0919,0.1571,14.3002,0.2834,349.6131141
0.4352,0.1568,0.2091,0.0186,0.0163,0.164,15.8546,0.1653,366.8959229
0.2031,0.2133,0.1834,0.204,0.0167,0.1795,17.2756,0.8467,451.677073
0.3311,0.0433,0.0099,0.4055,0.1151,0.0951,17.6179,0.1949,412.9844759
0.1832,0.0409,0.059,0.0571,0.1692,0.4906,4.7198,0.0771,361.4454745
0.1557,0.019,0.1799,0.1073,0.51,0.0281,14.2538,0.4383,451.4518766
0.1279,0.0423,0.4671,0.0047,0.2756,0.0824,10.5812,0.2127,404.5737583
0.0472,0.3931,0.4027,0.0396,0.0574,0.06,15.2883,0.7176,417.1445273
0.0212,0.0939,0.3012,0.0416,0.2649,0.2772,6.1133,0.4692,420.6771283
0.0137,0.0367,0.1375,0.0832,0.2984,0.4305,7.525,0.4563,454.7740375
0.2356,0.0602,0.1421,0.2308,0.1304,0.2009,17.1378,0.7983,465.9114974
0.0488,0.0923,0.2291,0.369,0.0901,0.1707,12.4058,0.9212,457.1748647
0.0148,0.1724,0.7121,0.0115,0.0112,0.078,14.3071,0.8023,424.5659369
0.3064,0.0324,0.3594,0.0213,0.0142,0.2663,9.4493,0.1096,359.7219771
0.3781,0.2608,0.0643,0.1338,0.0577,0.1053,18.9436,0.2782,389.7545422
0.1243,0.0251,0.0612,0.2205,0.3367,0.2322,15.5174,0.0257,447.9860302
0.464,0.1119,0.0029,0.0457,0.3338,0.0417,17.0192,0.9203,447.1443474
0.0039,0.1976,0.0629,0.6845,0.0393,0.0118,4.3796,0.7812,388.307631
0.1833,0.008,0.2108,0.0981,0.3389,0.1609,1.0231,0.6529,350.9154379
0.2849,0.016,0.1146,0.3468,0.0397,0.198,4.9266,0.7978,402.5861863
0.0649,0.1148,0.1323,0.4136,0.2303,0.0441,18.6424,0.0641,451.4200647
0.0518,0.3934,0.0107,0.0096,0.0389,0.4956,14.0061,0.5346,462.1340333
0.1593,0.0845,0.6899,0.0202,0.0362,0.0099,1.1548,0.6272,306.271025
0.303,0.0695,0.0834,0.2121,0.0377,0.2943,19.1952,0.4285,447.7825223
0.2856,0.0844,0.324,0.101,0.0717,0.1333,9.0519,0.9316,420.1745097
0.0051,0.0181,0.1575,0.5839,0.0012,0.2342,8.1822,0.6721,439.8905093
0.0049,0.0221,0.198,0.4476,0.1228,0.2046,9.9098,0.9261,456.2092661
0.2966,0.1175,0.1564,0.3568,0.0124,0.0603,18.96,0.0122,395.2192385
0.0241,0.6835,0.1259,0.0062,0.0856,0.0747,11.8525,0.176,376.8052463
0.0991,0.1442,0.1631,0.0141,0.2932,0.2863,16.0726,0.8708,483.840644
0.014,0.1839,0.0047,0.6425,0.0909,0.064,1.8836,0.7927,365.0120867
0.178,0.0647,0.025,0.4112,0.0865,0.2346,16.7358,0.397,457.6559522
0.1501,0.1621,0.2789,0.1875,0.0754,0.146,19.3161,0.3661,439.2348007
0.1067,0.1129,0.1729,0.1707,0.3701,0.0667,8.4457,0.4183,417.415849
0.1419,0.3229,0.0461,0.3823,0.0388,0.068,11.0312,0.1724,385.7238861
0.0264,0.4295,0.0241,0.0124,0.0235,0.4841,7.3237,0.9086,448.4711043
0.0656,0.3014,0.0544,0.376,0.0261,0.1765,2.1485,0.0974,322.0205846
0.4152,0.037,0.1363,0.3238,0.0167,0.071,11.8969,0.6861,403.9376045
0.0224,0.198,0.3165,0.0292,0.377,0.0569,13.7073,0.46,441.2806985
0.2685,0.1717,0.0609,0.0724,0.3561,0.0704,18.2742,0.0694,405.6029695
0.0766,0.1024,0.2076,0.1154,0.2943,0.2037,2.2258,0.8719,388.8529676
0.19,0.0006,0.2713,0.2767,0.1652,0.0962,5.6808,0.6641,399.8787644
0.2946,0.0344,0.0444,0.3451,0.1039,0.1776,16.0108,0.4893,441.9311918
0.2465,0.0814,0.4234,0.1929,0.0078,0.048,3.7708,0.3838,337.1903117
0.3423,0.2019,0.1759,0.1234,0.0323,0.1242,10.7772,0.4792,378.1894585
0.5026,0.0501,0.0044,0.0189,0.416,0.008,8.4642,0.8234,410.8744002
0.1922,0.0259,0.0739,0.4899,0.0691,0.149,19.6878,0.3463,457.5460469
0.1288,0.0486,0.0457,0.077,0.3846,0.3153,14.957,0.6988,487.1186835
0.0362,0.3799,0.2754,0.0701,0.045,0.1934,10.2778,0.8596,429.5134132
0.3468,0.0428,0.1104,0.349,0.138,0.013,6.1079,0.0145,325.6990193
0.2432,0.2125,0.3158,0.1601,0.0042,0.0642,18.157,0.7462,422.1139067
